text;Hate.speech;Sexism;Body;Racism;Ideology;Homophobia;Origin;Religion;Health;OtherLifestyle;Migrants;Ageing
RT @gabie_rochaa: e olha pra cara gorda e feia de Isabelle .. sem contar da voz irritante dela https://t.co/3PfOO1yeRf;1;1;1;0;0;0;0;0;0;0;0;0
#PQMulher q discorda do feminismo é burra. A liberdade da mulher acaba aí com as manax https://t.co/WCrmRX3YOo;1;1;0;0;0;0;0;0;0;0;0;0
RT @domestorck: Esse mundo sapatão é uma viagem, todo mundo pega todo mundo credo YCYFUGUG;1;0;0;0;0;1;0;0;0;0;0;0
Mas chamam-se lésbicas? Ou fufas? Ou sapatas? Ou sapatilhas?;1;0;0;0;0;1;0;0;0;0;0;0
Treze refugiados foram deportados dos Estados Unidos, mas não houve histeria (eram cubanos) https://t.co/aAuGspXgNB;0;0;0;0;0;0;0;0;0;0;0;0
tinha que ter cota pra nós.... os inteligentes kkk;0;0;0;0;0;0;0;0;0;0;0;0
mulheres por favor PAREM de raspar a cabeça dos lados fica parecendo que vcs tem câncer pela metade;1;1;0;0;0;0;0;0;0;0;0;0
Feia ou bonita , gorda ou magra seja como for mulher nasceu para ser respeitada . Feliz dia da Mulher para todas nós ;0;0;0;0;0;0;0;0;0;0;0;0
as fufas são malucas;1;0;0;0;0;1;0;0;0;0;0;0
O balanço divulgado pela Polícia Militar revelou que ao menos uma mulher foi agredida a cada quatro minutos no... https://t.co/SuVbgUQPId;0;0;0;0;0;0;0;0;0;0;0;0
@gabrisinhas @LeoLimaDuarte o meu mundo é bem real, já o seu parece conto de fadas, já que a vida de negro é bem mais fácil.;1;0;0;1;0;0;0;0;0;0;0;0
- Sapatão é só pros íntimos, pra você é senhora dona lésbica ;1;0;0;0;0;1;0;0;0;0;0;0
Que burra essa mulher que perdeu o mamão! Ele é mto maduro cara;1;1;0;0;0;0;0;0;0;0;0;0
@reasalvagni @srdeabo bicho, não volto mais pra apple nem fodendo;0;0;0;0;0;0;0;0;0;0;0;0
"HOMEM QUE USA SAIA E MAQUIAGEM: 
APROPRIAÇÃO CULTURAL FEMININA
MULHER QUE DEIXA O SUVACO PELUDO:
APROPRIAÇÃO CULTU _ https://t.co/wosNyx4JLo";1;1;0;0;0;0;0;0;0;0;0;0
Quem fala assim não é gago. Força #Trump! https://t.co/A8WHoJXVGi;0;0;0;0;0;0;0;0;0;0;0;0
Mal posso esperar pra ver a mulher do ES chegar na cozinha do #MasterChefBR com suas panelas de barro;0;0;0;0;0;0;0;0;0;0;0;0
@larryshine28 Feminista = Qm defende seus direitos iguais, N preciso ser feia/cabeluda?/gorda pra querer o msm salário na msm func.;1;1;1;0;1;0;0;0;0;0;0;0
@homemdeverdade não tem namorada, tem fêmea temporária.;1;1;0;0;0;0;0;0;0;0;0;0
#DiaDaMulher FELIZ DIA DAS MULHERES Dia Internacional da Mulher #BolsonaroReiDoMundo  Mas voces ainda são capac _ https://t.co/5A2H1XE9RB;0;0;0;0;0;0;0;0;0;0;0;0
Passando aqui pra desejar feliz #DiadaMulher  pra quem é mulher desde o ultrassom;1;1;0;0;0;0;0;0;0;0;0;0
"""Diz produtora IRANIANA"". Não pode ser séria essa notícia... 
Certeza q p essa mulher, jogar um Boeing contra um p _ https://t.co/TOy463lsYd";1;0;0;0;0;0;1;0;0;0;0;0
A Senadora do Paraná mandou você Mulher, fazer greve de sexo. #FelizDiaInternacionalDasMulheres https://t.co/t0R0x7seoR;0;0;0;0;0;0;0;0;0;0;0;0
A CARA DA FEIA DA VIVIAN E DA GORDA DA ROBERTA SÃO AS MELHORES COISAS ESSE MOMENTO EH MEU #BBB17;1;1;1;0;0;0;0;0;0;0;0;0
"@matheusbrazmatt Por que eles não aceitam os ""refugiados? Por que eles que financiam os rebeldes, Obama e Irã: o Isis e El. Eles q ficam lá";1;0;0;0;0;0;0;0;0;0;1;0
O movimento 'Vai ter gorda na praia sim' parece que funcionou. https://t.co/kmwq2k20e6;0;0;0;0;0;0;0;0;0;0;0;0
E os nazistas não eram os únicos, não. Tivemos personagens preconceituosos no Brasil. Pessoas públicas que delataram judeus refugiados...;0;0;0;0;0;0;0;0;0;0;0;0
Bom dia pras sapatão;1;0;0;0;0;1;0;0;0;0;0;0
As fufas do benfas ganhavam sp kkk https://t.co/N0AyyOhO9D;1;0;0;0;0;1;0;0;0;0;0;0
RT @lobaoeletrico: MEUS AMIGOS . A VENEZUELA ESTÁ VIVENDO EM RITMO DE GENOCÍDIO NÃO TEMOS NA MÍDIA NADA QUE DÊ A DIMENSÃO DESSA TRAGÉDIA;0;0;0;0;0;0;0;0;0;0;0;0
RT @gentemagra1: não tenho preconceito, até tenho amigas gordas, adoro sair com elas chamo mais a atenção rsrsrsrs;1;1;1;0;0;0;0;0;0;0;0;0
"Como você pode militar por uma causa sendo que você nem estuda, @dangerouzlovato? 
#Transgêneros https://t.co/uISnAHxMw7";0;0;0;0;0;0;0;0;0;0;0;0
meninas eu n aguento mais ser a mulher mais burra da região sudeste;1;1;0;0;0;0;0;0;0;0;0;0
Essa hora sexta feira @homemdeverdade não vai pra baladinha de vagabundo....Essa hora já demos duas! Agora é só relax...;1;1;0;0;0;0;0;0;0;0;0;0
A coisa q mais me da odio na vida é mulher machista. Qnd escuto alguma falando merda fico com mt abuso - pq odeio gnt burra e ignorante tb;1;1;0;0;0;0;0;0;0;0;0;0
"esse dia já começou mal por eu receber vários feliz dia da mulher mas posta piadinha de ""loura burra"" no wpp da família 
ah me erra!";1;1;1;0;0;0;0;0;0;0;0;0
RT @SporTV: O #DiaDaMulher não passou em branco pra turma do #CBLoL!@revoltalol @lep139 @TurtleGabriel @jocksterlol @GevousLoL e @mylonzete _;0;0;0;0;0;0;0;0;0;0;0;0
@xismaisxis reparaste na parte dos motivos? E além disso não é o Islão, mas as pessoas que cometem crimes.;0;0;0;0;0;0;0;0;0;0;0;0
#MasterChefBR a mulher é inteligente pra caralho e ainda cozinha bem?? Não consigo competir com isso na vida !!;0;0;0;0;0;0;0;0;0;0;0;0
E quem não gosta de comparar preços no mercado é sapatão?;1;0;0;0;0;1;0;0;0;0;0;0
Queria saber pq todo mundo acha que eu sou sapatão;1;0;0;0;0;1;0;0;0;0;0;0
eu nunca me senti tão gorda, tão feia, tão... tão mal;1;1;1;0;0;0;0;0;0;0;0;0
RT @Vulgo_DiGatta: ,  feia se achando bela, gorda se achando gostosa. Meus olhos sangram !! ;1;1;1;0;0;0;0;0;0;0;0;0
o diminutivo INHO não acompanha a trajetória de um HOMEM DE VERDADE.;1;1;0;0;0;0;0;0;0;0;0;0
RT @versitamos: Conselho: Mulher sábia, constrói. Mulher burra, destrói.;1;1;0;0;0;0;0;0;0;0;0;0
RT @arnaldoluisba: @marisa_lobo @semprefamilia_ completando: Mulher tem útero e gera filho, Homem não tem.;1;1;0;0;0;0;0;0;0;0;0;0
O meu trabalho sobre Refugiados resume-se à Lady Gaga! Faz sentido? Não!;0;0;0;0;0;0;0;0;0;0;0;0
"RT @ArinildoGarcya: Como eu sou contra a homossexualidade, penso que isso não é normal apesar d'haverem crianças criadas por ""gays"" não é u _";1;0;0;0;0;1;0;0;0;0;0;0
@lara_gomesss maravilhosa, corpao, fico mal quando vejo você se chamando de gorda/feia na tl pq nossa, queria ser gorda/feia q nem vc;1;1;1;0;0;0;0;0;0;0;0;0
"Musica ""Islão não é para mim"" https://t.co/Wda8dlXUbh via @YouTube";0;0;0;0;0;0;0;0;0;0;0;0
"Minha mãe queria q eu procurasse uma mulher no Facebook e essa foi a descrição:
Ela é baixinha, gorda e tem a cara bem feia. Tô chorando ";1;1;1;0;0;0;0;0;0;0;0;0
A propósito @homemdeverdade não vai a Campus Party, lugar de baitolinhas sem amigos reais!!!! e muito virgem também.;1;1;0;0;0;0;0;0;0;0;0;0
isto realmente eh uma grande rede de fufas;1;0;0;0;0;1;0;0;0;0;0;0
Eu argumentando com um sujeito que acredita que a crise dos refugiados é a pobreza e não o projeto de califado. Desisti de argumentar;0;0;0;0;0;0;0;0;0;0;0;0
RT @caralhosafoda: Fufas de merda, atiram-se a tudo o que mexe.;1;0;0;0;0;1;0;0;0;0;0;0
mas puta que pariu que ódio de mulher machista e burra;1;1;0;0;0;0;0;0;0;0;0;0
Eu fico indignada quando vejo um brasileiro desmerecendo refugiados ou imigrantes, acho q eles nao conhecem a história do BR ne mores;1;0;0;0;0;0;0;0;0;0;1;0
Já que vou continuar sendo a mais feia e a mais gorda;1;1;1;0;0;0;0;0;0;0;0;0
Não, em Angola não se fala criolo. Não, não te posso ensinar a dançar kizomba. Pára de dizer ewe e xe a falar cmg.;1;0;0;0;0;0;1;0;0;0;0;0
Jesus..não paro de comer..Vou ficar gorda e feia https://t.co/EbxwkHTMXK;1;1;1;0;0;0;0;0;0;0;0;0
Vcs não percebem que o racismo acabou com o fim da escravidão???;1;0;0;1;0;0;0;0;0;0;0;0
Os homens são todos iguais, deixam tudo para a última hora. O Dia dos Namorados é já amanhã e só hoje é que começaram a assaltar relojoarias;1;1;0;0;0;0;0;0;0;0;0;0
"RT @pri0ri: ( ) excesso de carne na xota
( ) feia
( ) sem peitao ou sem bundao
( ) cancer de mama
( ) nódulo na tireoide
( ) gorda
( ) femi _";1;1;1;0;0;0;0;0;0;0;0;0
Ontem eu me lembrei q a mttttt tmp atras ,acho q uns 7 anos eu tive uma professora sapatao ,descobrir q hj ela possui o nome de allan;1;0;0;0;0;1;0;0;0;0;0;0
RT @CapitalismoOP: @ArantxaNome @editorahumanas. Não ha ninguém mais machista que uma feminista ou feministo;1;1;0;0;1;0;0;0;0;0;0;0
O q essa mulher tem d bonita, ela tem d puta, burra e mentirosa. N sabe ela q ta passando na mão dos amigos;1;1;0;0;0;0;0;0;0;0;0;0
Não pode haver construção para Europa e outra para Angola https://t.co/rMoZq3920m https://t.co/u74WOgvl0h;0;0;0;0;0;0;0;0;0;0;0;0
"RT @JoaquimTexera: MEU NETO PEDIU PRA SER ""TRANS"" COMPREI UM CARRINHO DE MÃO, AGORA ELE É TRANSPORTADOR DE BRITA.
DESLIGUEI DO @EncontroFa _";1;1;0;0;0;0;0;0;0;0;0;0
"@GLStecanela Mulher apanha aqui na ilegalidade, porque se pegarem o canalha ele apanha ou vai preso!!!
https://t.co/l0LAduFdXX";1;1;0;0;0;0;0;0;0;0;0;0
Homem que é homem come doritos de pimenta com geléia extra-forte de pimenta e guaraná ice.;1;1;0;0;0;0;0;0;0;0;0;0
"SÓ LEMBRANDO: HOMEM DE SAIA E MAQUIAGEM COMEMORANDO O #diainternacionaldamulher É APROPRIAÇÃO CULTURAL.
NÃO VAMOS ADMITIR ISSO.";1;1;0;0;0;0;0;0;0;0;0;0
RT @Mrmatheusgarcia: Meu pai acabou de chegar em Angola. 5° país africano que ele vai trabalhar. E não é pra qualquer um. O pai é foda. #Ma _;0;0;0;0;0;0;0;0;0;0;0;0
RT @RumoCertoSim:  Não Tanto Quanto Você Militante @FafaGramacho1 Defensora De Ditaduras Em Angola, Cuba e Venezuela e Defensora Da Corrup _;0;0;0;0;0;0;0;0;0;0;0;0
E ela é sapatão;1;0;0;0;0;1;0;0;0;0;0;0
tem sapatão q eh pior q homem qdo recebe um ''não'';1;1;0;0;0;1;0;0;0;0;0;0
"só os machão que no ano inteiro chamam a mulher de ""feminazi"" ""puta"" ""burra"" hoje pagando uma de feministo p ganhar uns rt que asco!!!!";1;1;0;0;1;0;0;0;0;0;0;0
Tenho um grande respeito pelas mulheres e os vários papéis que elas representam são vitais para o desenvolv. da nos _ https://t.co/aliHDuzUcL;0;0;0;0;0;0;0;0;0;0;0;0
A minha casa não aceita refugiados aka Mónica;1;0;0;0;0;0;0;0;0;0;1;0
pleno dia internacional da mulher e eu ouvi um pai dizendo pro filho que a mãe dele é uma burra;1;1;0;0;0;0;0;0;0;0;0;0
Por um 8 de março em que eu não sinta que estou gorda e feia porque peso mais que 60 Kg;1;1;1;0;0;0;0;0;0;0;0;0
@g1 só gorda feia cabeluda fedida. Horror. Mulher que se preza nao tem tempo pra babaquice.;1;1;1;0;0;0;0;0;0;0;0;0
@bielvolei @paullinh4 Basta frequentar uns minutinhos o grupo do Rexona pra ver que não seria surpresa eles gritarem sapatão;1;0;0;0;0;1;0;0;0;0;0;0
Sapatao é tudo apegada é?????;1;0;0;0;0;1;0;0;0;0;0;0
"RT @snsdrug: ""jihyo é feia""
""jihyo é gorda""
porra queria eu ser feia e gorda que nem a jihyo, pfff";1;1;1;0;0;0;0;0;0;0;0;0
"UMA GERAÇÃO DE JOVENS QUE AO INVÉS DE ESTAR BEBENDO, BRIGANDO, JOGANDO BOLA E VENDO MULHER PELADA...
PASSA O SÁBADO NO CBLOL
7X1 FOI POUCO";1;1;0;0;0;0;0;0;0;0;0;0
"@jefersonstutz sim, eu sei. Foi retórica. Mas não rio acreditando.. Facepalm eterno.
Estranho seria se não fosse PSOL";0;0;0;0;0;0;0;0;0;0;0;0
bom dia seus sapatao;1;0;0;0;0;1;0;0;0;0;0;0
a lição de hoje da mulher mais burra do brasil é: não pulem de um ônibus em movimento, mesmo se você estiver no último degrau ou na anchieta;1;1;0;0;0;0;0;0;0;0;0;0
RT @_catolicando_: E tbm pelos refugiados, por qm não tem casa, pelos q passam fome, por qm foi abandonados pelos pais ou familiares e enfi _;0;0;0;0;0;0;0;0;0;0;0;0
@amandtra gente e as meninas dando biscoito, acho q vc n eh a mulher mais burra do mundo mais;1;1;0;0;0;0;0;0;0;0;0;0
RT @teresaispancake: Associação de fufas, narcóticos e alcoólicos da António Arroio https://t.co/lN7RAhc3ZM;0;0;0;0;0;0;0;0;0;0;0;0
@ruben5018 @grilo_18 @francisco9dinis @EduAntonio18 os refugiados não têm fifa !! Nem aulas até às 17 e 30;1;0;0;0;0;0;0;0;0;0;1;0
RT @CarladaGloria: Normal, pq escondendo para as crianças q a homosexualidade existe, só irás estar a ensinar a tua criança a não respeitar _;1;0;0;0;0;1;0;0;0;0;0;0
A PL 2516/15 propõe imigração em massa de refugiados islâmicos para o Brasil. NÃO QUEREMOS A SHARIA NO BRASIL _ https://t.co/OSjmz1eCkb;1;0;0;0;0;0;0;0;0;0;1;0
farta de procurar trabalho, ainda me meto mas é a trabalhar num bar de fufas, mais vale;1;0;0;0;0;1;0;0;0;0;0;0
Lembra qnd ce era gorda e feia? —_ sou até hoje  https://t.co/wYROClsi6q;1;1;1;0;0;0;0;0;0;0;0;0
ela fica de cu doce falando q eh gorda e feia, ela eh linda e magra, nn adianta eu falar kkkkk, tive q postar https://t.co/p5ldIs1qd9;1;1;1;0;0;0;0;0;0;0;0;0
Na luta contra os jogadores de Golf e todos esses pulhas vagabundos bundões que insistem em passar creme na porra do rosto! Creme não porra!;1;1;0;0;0;0;0;0;0;0;0;0
Não gosta de fazer compras. Faz porque a mulher força.;1;1;0;0;0;0;0;0;0;0;0;0
@HAndreSilva @t4keshy Não há cá fufas.;1;0;0;0;0;1;0;0;0;0;0;0
"To me sentindo uma burra perto dessa mulher
#MasterChefBR";1;1;0;0;0;0;0;0;0;0;0;0
"Quer ser mulher..mas foi pro alistamento 
Dia Internacional da Mulher
FELIZ DIA DAS MULHERES
#DiaDaMulher _ https://t.co/QRHxWRX3Yh";0;0;0;0;0;0;0;0;0;0;0;0
O mundo das sapatao é mais ligado do que eu imaginava;1;0;0;0;0;1;0;0;0;0;0;0
RT @anais_sts: @mariaa_msj não quero, assim eu seria a feia e gorda do casal;1;1;1;0;0;0;0;0;0;0;0;0
To me sentindo horrível, gorda, feia;1;1;1;0;0;0;0;0;0;0;0;0
Que gorda feia,falsa,comemorando que a Emilly ta no paredão,ridícula;1;1;1;0;0;0;0;0;0;0;0;0
Só pra deixar claro, @homemdeverdade não faz clube do macho, turminha da foda, essas merdas machistas de baitolas recatadas !;1;1;0;0;0;0;0;0;0;0;0;0
na vdd a culpa é do menino de 11 anos otário que me chamava de burra/gorda/feia todo santo dia quando eu tava na quinta série mas ¯\_()_/¯;1;1;1;0;0;0;0;0;0;0;0;0
É suposto a religião não ser critério para discriminar refugiados. Nem pela negativa, nem mesmo pela positiva. https://t.co/dFlBu7D4eW;0;0;0;0;0;0;0;0;0;0;0;0
RT @seqrsfalarchupa: sdds dos jogos d futebol no verão fufas Sporting vs fufas benfica lmao;1;1;0;0;0;1;0;0;0;1;0;0
@beckttx @spacelerman eu pensei q era uma youtuber sapatao;1;0;0;0;0;1;0;0;0;0;0;0
@BebelSherab bom dia jumenta! Kkkkkk feliz dia da mulher burra. Claro q é exclusividade sua! Kkkkkkkk;1;1;0;0;0;0;0;0;0;0;0;0
@ashblonde1091 @pestil3nce @rckmbch @Felipepesta o bom de xingar a falecida é que tô chamando de ruim feia e gorda ao mesmo tempo;1;1;1;0;0;0;0;0;0;0;0;0
RT @pauloap: Agora o monstro peludo é a mulher https://t.co/VvzEDumyVD;0;0;0;0;0;0;0;0;0;0;0;0
"Ando a passear pela Baixa do Porto e encontrei um prédio que não foi transformado em turismo de habitação.
JURO!
Vou jogar no Euromilhões";0;0;0;0;0;0;0;0;0;0;0;0
Sapatão machista é uó. Pqp. Vai te tratar, mana;1;0;0;0;0;1;0;0;0;0;0;0
RT @nuchyg99: Mundo de fufas não é mesmo para mim;1;0;0;0;0;1;0;0;0;0;0;0
Agora sim @homemdeverdade pode usar perfume - http://www.youtube.com/watch?v=_wx6DP99bYE;1;1;0;0;0;0;0;0;0;0;0;0
Roberta tu é feia, falsa, rídicula, gorda, entre outras coisas q não posso dzr aqui por risco de processo.Vai sair com rejeição max  #BBB17;1;1;1;0;0;0;0;0;0;0;0;0
@Curate_Angola não sei, nunca vi o desenho em questão, porém se é para idades que não podem ver beijo gay também nã _ https://t.co/dnOVsMiBa5;1;0;0;0;0;1;0;0;0;0;0;0
"""Mulher nova, bonita e carinhosa
Faz o homem gemer sem sentir dor.."" #MulherDeVerdade";1;1;0;0;0;0;0;0;0;0;0;0
nunca vou conseguir emagrecer vou ser sempre essa gorda feia e fracassada;1;1;1;0;0;0;0;0;0;0;0;0
Bom dia só pras sapatão;1;0;0;0;0;1;0;0;0;0;0;0
#SerMulherÉ ter vagina . Quem tem pênis é homem!;1;1;0;0;0;0;0;0;0;0;0;0
a gente mulher e um ser humano mais burra acreditar que ainda possa.  ter amor verdadeiro;1;1;0;0;0;0;0;0;0;0;0;0
Acho mó engraçado o galero que tenta chamar atenção fznd piadinha burra sobre o dia da mulher;0;0;0;0;0;0;0;0;0;0;0;0
@jufabiana25 que bom saber, mas por que tem mais um dia da mulher?;1;1;0;0;0;0;0;0;0;0;0;0
Bom dia so pra quem acordou meio sapatão https://t.co/bWnbUllIeX;1;0;0;0;0;1;0;0;0;0;0;0
mesma firma onde ouvimos 'se eu contratar alguém feia e gorda pro atendimento o [insira aqui o nome do dono] me mat _ https://t.co/tKLcjfEKBs;1;1;1;0;0;0;0;0;0;0;0;0
por isso que dizem que espelhos não são confiaveis eles te deixam feia e gorda https://t.co/eLOE7yCXuz;1;1;1;0;0;0;0;0;0;0;0;0
Tipo se vc tiver com uma roupa feia ele olha e fala: amiga sua piranha essa roupa ta te deixando mais gorda do q vc ja é;1;1;1;0;0;0;0;0;0;0;0;0
@pedro_m_paiva Acho que ainda é só uma oferta, não está certo, mas sim é um desperdício, tal como o Witsel, o Jackson, Óscar, Ramires...;0;0;0;0;0;0;0;0;0;0;0;0
Pq n manda os refugiados pro inferno em vez de mandar pra europa???São tudo muçulmano mesmo....;1;0;0;0;0;0;0;1;0;0;1;0
@macedowesleey @Felipebastos022 só não pode ser gorda e feia;1;1;1;0;0;0;0;0;0;0;0;0
nojo desses omi, ainda bem que eu sou sapatão;1;0;0;0;0;1;0;0;0;0;0;0
@dadoqueiroz @homemdeverdade não acompanha time de meninas!;1;1;0;0;0;0;0;0;0;0;0;0
A saudade que eu estava acabou kkkkkkk ta gorda e feia. Deixe quieto com esses lixos;1;1;1;0;0;0;0;0;0;0;0;0
Ai meu deus como é bom ser vida loka;0;0;0;0;0;0;0;0;0;0;0;0
É lamentável que o Standvirtual queira passar a ideia que um sensor de movimento é suficiente para evitar que uma mulher bata com um carro;1;1;0;0;0;0;0;0;0;0;0;0
@sagitarionizei eu só sigo sapatão e viado kkkk;1;0;0;0;0;1;0;0;0;0;0;0
"Veja as fotos e o vídeo. Islão, aqui, não! https://t.co/rnj2MV3chu
#RenovarPortugal #PNR #Islão #Muçulmanos #Mesquitas #Portugal";1;0;0;0;0;0;0;1;0;0;0;0
RT @heycarolines: Cara  é de sapatão, mas o coração é de mocinha  https://t.co/os34PYlGT9;1;0;0;0;0;1;0;0;0;0;0;0
"RT @bjsapinha: Tem certos problemas que sapatão não precisa se preocupar.
Entre eles o de não poder tomar seu açaí em paz. https://t.co/1pR _";1;0;0;0;0;1;0;0;0;0;0;0
amante de homem fudido é ser burra duas vezes - pepita, mulher;1;1;0;0;0;0;0;0;0;0;0;0
"""Mulher: a mais nua das carnes vivas e aquela cujo brilho é o mais suave."" #MulherDeVerdade";1;1;0;0;0;0;0;0;0;0;0;0
queria ser uma modelo da victoria's secret mas infelizmente sou feia e gorda;1;1;1;0;0;0;0;0;0;0;0;0
@RachelSherazade ele só vai preso se ele fizer uma piada com gorda...;1;1;1;0;0;0;0;0;0;0;0;0
Uma #MulherDeVerdade é boa de cama, gosta de seduzir, de ser seduzida. Gosta de provocar. E não tem frescurinhas.;1;1;0;0;0;0;0;0;0;0;0;0
Parabéns pra mim que cheguei atrasada DE NOVO;0;0;0;0;0;0;0;0;0;0;0;0
Homem que é homem troca o pênis por 1 fígado a mais.;1;1;0;0;0;0;0;0;0;0;0;0
"Uma vez qdo era criança  eu tava no drive do Mc e um garoto pediu um lanche
Meu pai disse: Não não, se não depois vc não almoça!";0;0;0;0;0;0;0;0;0;0;0;0
Iiiih sapatão sinistra kkkkkkkkkkkkkkkk;1;0;0;0;0;1;0;0;0;0;0;0
eu devo ser mt feia, pq gorda eu já sou...;1;1;1;0;0;0;0;0;0;0;0;0
"@josybreda 
Ideologia de gênero não forma mem informa.
Ideologia de gênero DEFORMA mentes infantis.";1;1;0;0;0;0;0;0;0;0;0;0
"""não sou vegetariano, sou VEGANO""
GRANDE BOSTA FIO, NÃO COME CARNE PRA MIM NEM GENTE É
#PAZ";1;0;0;0;0;0;0;0;0;1;0;0
RT @TrumpNervoso: #SouPobreMas tenho juízo... não voto no Lula.;0;0;0;0;0;0;0;0;0;0;0;0
@LuisaSoffner não tem os cromossomos XX não é mulher, não é preconceito, é biologia;1;1;0;0;0;0;0;0;0;0;0;0
RT @RealOzziePena: @taiornn @JOAQUINVOLTOU ESSA MERRDA DE POLITICAMENTE CORRETO TA FAZENDO EUROPEU APANHAR NA CARA DE REFUGIADOS E NAO SABE _;1;0;0;0;0;0;0;0;0;0;1;0
RT @DanTeiixeira: @HumorNegroo Não apague não, sou do nordeste e levo sempre na brincadeira, não vejo motivo nenhum pra tanta revolta !;1;0;0;0;0;0;1;0;0;0;0;0
@isabeldad3 @plsdontbelong isabel eh a sapatao do banheiro falei e sai correndo;1;0;0;0;0;1;0;0;0;0;0;0
@torvimoraes vc me chama de gorda e feia ;1;1;1;0;0;0;0;0;0;0;0;0
"RT @alex_borges: - Legaliza e cobra imposto q diminui o crime
- Mas vc não diz q imposto é roubo?
- Sim
- Então o crime aumenta, certo?
- . _";0;0;0;0;0;0;0;0;0;0;0;0
Ta p nascer mulher mais burra q eu;1;1;0;0;0;0;0;0;0;0;0;0
"Esse futebol de hoje ""politicamente correto"" e ""profissional"" não é coisa de homem de verdade...é de mariquinha..futebol tem que ter porrada";1;1;0;0;0;0;0;0;0;0;0;0
Burra é a mulher que aceita ser amante, pois valoriza um traidor, ajuda a destruir uma família e nunca terá moral de ser a única.;1;1;0;0;0;0;0;0;0;0;0;0
RT @silvab_: @angelinhaB2000 sai sapatão incubada;1;0;0;0;0;1;0;0;0;0;0;0
Burra e a mulher que se ilude com textinho!!!;1;1;0;0;0;0;0;0;0;0;0;0
Odeio mulher burra;1;1;0;0;0;0;0;0;0;0;0;0
e tava reclamando que sou gorda e feia vou continuar assim;1;1;1;0;0;0;0;0;0;0;0;0
Acho q a menina do restaurante da frente é sapatão kkkkkk fica me olhando;1;0;0;0;0;1;0;0;0;0;0;0
"É de se esperar que um povo q não aceita um cão pela sua cor não abra as portas aos refugiados 
Isso da nojo";1;0;0;0;0;0;0;0;0;0;1;0
direitos humanos só serve p defender bandido;1;0;0;0;0;0;0;0;0;1;0;0
RT @pffilipini: sapatão ô raça;1;0;0;0;0;1;0;0;0;0;0;0
RT @Dona_Lola: Como ter orgulho do q eu sou reprime qm não é? #orgulhohetero;1;0;0;0;0;1;0;0;0;0;0;0
Sou linda, maravilhosa, fofa. Ser gorda não é ser feia. Feio é quem acha o gordo feio. #ficaadica.;1;0;1;0;0;0;0;0;0;0;0;0
"RT @esquerdopatata: ""ai to pensando em VIRAR sapatão pq homem n presta"" https://t.co/YOEsA2PcGA";1;0;0;0;0;1;0;0;0;0;0;0
Vocês fufas são mesmo muito putas crl bastou eu meter um video com a minha namorada no insta para todas a irem seguir;1;0;0;0;0;1;0;0;0;0;0;0
Os muçulmanos não são bem-vindos ! https://t.co/8RUKACkCQ3;1;0;0;0;0;0;0;1;0;0;0;0
@InesBolsonaro tem mulheres boas...e tem mulher que rouba, que mente, que é dissimulada, que roubou aposentados, co _ https://t.co/LGvlHNi5b7;0;0;0;0;0;0;0;0;0;0;0;0
"Governo esquerdista de merda o Povo Brasileiro não foi consultado e não aceita a vinda de refugiados terroristas.
https://t.co/JtFod8MSjL";1;0;0;0;0;0;0;0;0;0;1;0
"Pra @SpOAB os crimes que esta página mostra há 7 meses de Feministas, SJW, etc: foda-se
A EH fazer MEME contra feminista é ódio, violência..";1;1;0;0;1;0;0;0;0;0;0;0
Eu odeio dia d tpm pq eu me sinto feia e gorda e que as pessoas não me amam e n tão nem ai p mim, o pior é saber q esses são os dias reais;1;1;1;0;0;0;0;0;0;0;0;0
RT @EmmanuelaJacira: Amei esse @Justiceiro_Sujo. Tão provando como essa onda do politicamente correto é a maior farsa inventada nos últimos _;0;0;0;0;0;0;0;0;0;0;0;0
"@ueviba pode ser feia
magra
bonita ou gorda eu como toda osh";1;1;0;0;0;0;0;0;0;0;0;0
@canofdandelion vc q é burra. Aqui eu só defendi esses direitos.(reconheco q mulher n eh igual homem).;1;1;0;0;0;0;0;0;0;0;0;0
"""os funcionários mataram o menino no Habib's pq ele era negro e pobre""
Hahahahhaha como se os funcionários do Habib's fossem ricos";1;0;0;1;0;0;0;0;0;0;0;0
"pau no cu de voces que tem um rostinho maravilhoso e um corpo lindo e ficam dizend ""eu so mt feia"" ""obg bb mas eu so horrivel"" ""eu so gorda""";1;1;1;0;0;0;0;0;0;0;0;0
Vou falar viu. Tem mulher que é muito burra e não dá valor naquilo que tem!! PQP!;1;1;0;0;0;0;0;0;0;0;0;0
@otmar03 @Djouka_PB tambem tm um video de bruno com a namorada de maos dadas... mas nao é da natureza dele tratar bem mulher kkkkk;1;1;0;0;0;0;0;0;0;0;0;0
QUERO MAIS RESPEITOS, a todas as mulheres feia,gorda,vadia,piranha,e todas as outras que vocês se acha no direito de ROTULAR. #DiaDaMulher;0;0;0;0;0;0;0;0;0;0;0;0
@alienrella @AlexyReis00 @kindlynow__ achas? fufas são useless;1;0;0;0;0;1;0;0;0;0;0;0
puta e folgada ainda, ta achando q sou ela q gosta de dar pros cara e pagar de sapatao;1;1;0;0;0;0;0;0;0;0;0;0
RT @Antonio902Car: Então vc acha que temos obrigação de receber refugiados do estado Islâmico né? Então depois não reclama! https://t.co/Dl _;1;0;0;0;0;0;0;0;0;0;1;0
"Como assim existe uma conta que se chama ""fufas do porto"" ???";1;0;0;0;0;1;0;0;0;0;0;0
