;text;Hate.speech;Sexism;Body;Racism;Ideology;Homophobia;Origin;Religion;Health;OtherLifestyle;Migrants;Ageing
2946;Trump diz que refugiados devem voltar a seus países. Por que essa não é uma opção https://t.co/5Rh77WFmVB;1;0;0;0;0;0;0;0;0;0;1;0
2947;ent fufas e pretos quem mais adormeceu?;1;0;0;1;0;1;0;0;0;0;0;0
2949;"@matheusbrazmatt Por que eles não aceitam os ""refugiados? Por que eles que financiam os rebeldes, Obama e Irã: o Isis e El. Eles q ficam lá";1;0;0;0;0;0;0;0;0;0;1;0
2961;@PolitzOficial ta certo, o q tem de terrorista posando de refugiado;1;0;0;0;0;0;0;0;0;0;1;0
2985;"liechtenstein tem tudo de bom: monarquia, não aceitou os refugiados, identidade nacional e frio
https://t.co/0bmoZ15Ry9";1;0;0;0;0;0;0;0;0;0;1;0
2990;RT @CusquicesFufas: Fufas trocam alma por pão fofo !;1;0;0;0;0;1;0;0;0;0;0;0
3001;farta de procurar trabalho, ainda me meto mas é a trabalhar num bar de fufas, mais vale;1;0;0;0;0;1;0;0;0;0;0;0
3002;Que barbaridade! Aceitar os refugiados não, né? https://t.co/e8NgGcEdBv;1;0;0;0;0;0;0;0;0;0;1;0
3011;"teresa: quero ir ao quintal
toda a gente excepto eu: *ignores*
teresa: é um sitio de fufas
toda a gente: BORA!1!!!!";1;0;0;0;0;1;0;0;0;0;0;0
3013;CAMPEONATO ESTADUAL É IGUAL A OLHO AZUL EM GORDA (SERVE PRA NADA) E  AINDA ME FAZEM TORCIDA ÚNICA NO CLÁSSICO. KHEDIRA TABELANDO NA ÁREA...;1;1;1;0;0;0;0;0;0;0;0;0
3014;@ajulysantos nao esqueça que ele quer receber refugiados de guerra, vai islamizar o brasil;1;0;0;0;0;0;0;0;0;0;1;0
3017;@Ijunqsouza @PastorMalafaia Homossexualismo é doença. Não devia existir. Primeiro fazem acreditar que é normal, natural, depois incentivam..;1;0;0;0;0;1;0;0;0;0;0;0
3022;@Ijunqsouza @PastorMalafaia Religiosos ou não, devemos agradecer que estes reneguem o homossexualismo. Enquanto todos se calaram, só a......;1;0;0;0;0;1;0;0;0;0;0;0
3027;RT @FlavioBolsonaro: O @reinaldoazevedo deveria, como fizemos, visitar o Museu do Holocausto antes de desdenhar do sofrimento dos judeus pa _;1;0;0;0;0;0;0;1;0;0;0;0
3035;"RT @alcoolinda: teresa: quero ir ao quintal
toda a gente excepto eu: *ignores*
teresa: é um sitio de fufas
toda a gente: BORA!1!!!!";1;0;0;0;0;1;0;0;0;0;0;0
3044;União Europeia quer multar países que não abrigarem refugiados. Entendem agora porque tudo isso vai ruir?#Europaxit;1;0;0;0;0;0;0;0;0;0;1;0
3046;é por isto q adoro fufas  https://t.co/BdGYXdnW10;1;0;0;0;0;1;0;0;0;0;0;0
3049;"""Quem não conheça as fufas que as compre"" foi a melhor frase que disse hoje, fds";1;0;0;0;0;1;0;0;0;0;0;0
3050;"RT @carolinaamatos: ""Quem não conheça as fufas que as compre"" foi a melhor frase que disse hoje, fds";1;0;0;0;0;1;0;0;0;0;0;0
3053;As últimas 30 fotos da minha galeria devem ser prints disto paras as #Fufas juro AHAHAH;1;0;0;0;0;1;0;0;0;0;0;0
3069;Mas que merda, já não tem emprego pros daqui... Agora sim, mão de obra a preço de banana! https://t.co/G04UoBCiUf;1;0;0;0;0;0;0;0;0;0;1;0
3072;"RT @OMundrongo: 'Silêncio que envergonha', diz juiz sobre ameaça de estupro contra Sheherazade ignorada pela OAB e pela mídia 
https://t.c _";1;1;0;0;0;0;0;0;0;0;0;0
3073;A PL 2516/15 propõe imigração em massa de refugiados islâmicos para o Brasil. NÃO QUEREMOS A SHARIA NO BRASIL _ https://t.co/OSjmz1eCkb;1;0;0;0;0;0;0;0;0;0;1;0
3085;Os países mais solidários são os mais pobres, mais abertos aos refugiados. A Europa se fecha. O Velho Mundo não é mais o mesmo...;1;0;0;0;0;0;0;0;0;0;1;0
3087;RT @maathbz: pela foto do perfil se for o pisao dela a familia tradicional já está morta por esmagamento https://t.co/JQ742cHRBX;1;1;1;0;0;0;0;0;0;0;0;0
3088;Tu e a sardinha parecem fufas meu —_ Somos namuradas, está na cara  https://t.co/3lIZLG1vEa;1;0;0;0;0;1;0;0;0;0;0;0
3089;A ideologia de gênero chegou no seu mais alto grau de insanidade. Qual é sua identidade de gênero? ALIENÍGENA..OK... https://t.co/FGLJ5hbm68;1;1;0;0;0;0;0;0;0;0;0;0
3090;Muitas saíram às ruas pedindo a entrada de refugiados e agora não podem andar tranquilas no seu país. _ https://t.co/AgltPLzw1p;1;0;0;0;0;0;0;0;0;0;1;0
3100;"Na Bulgária não tem mimimi de esquerdista.
Sofreram na pele com a URSS.
Não querem globalismo, nem comunismo ,  nem _ https://t.co/IwxdlSI6yv";1;0;0;0;1;0;0;0;0;0;0;0
3107;Há fufas se deus quiser;1;0;0;0;0;1;0;0;0;0;0;0
3109;"porque é que todas as fufas qd são mais novas dizem ser ""bi""?";1;0;0;0;0;1;0;0;0;0;0;0
3112;@o_anjo14 @Valeriy_Yuri Oh fds um ucraniano de merda vem para aqui, volta para a tua terra fdp;1;0;0;0;0;0;1;0;0;0;0;0
3115;"#OBomDeSerBrasileiroÉ que pelo menos nao vem refugiados do Oriente médio pra k
os caras nao sao burro";1;0;0;0;0;0;0;0;0;0;1;0
3116;"Duas evidências! Consequência: volta para tua casa, faz boa viagem!
#ImigraçãoInvasora #Islão
@realDonaldTrump https://t.co/WYmvIUCiM5";1;0;0;0;0;0;0;0;0;0;1;0
3117;RT @thatdiogo: é por isto q adoro fufas  https://t.co/BdGYXdnW10;1;0;0;0;0;1;0;0;0;0;0;0
3118;"RT @ALuizCosta: Prefeita de Calais, da direita ""moderada"" (partido de Fillon), proíbe dar comida a refugiados https://t.co/LlB8SA3v4n";1;0;0;0;0;0;0;0;0;0;1;0
3122;Aberração é um adulto impor às crianças a flácida relação da ideologia de gênero: Nada é o q parece ser. #nãoàideologiadegênero;1;1;0;0;0;0;0;0;0;0;0;0
3128;A situação da Europa resumida: Aceitar refugiados e lidar com risco de terroristas infiltrados ou não aceitar e ser taxado de xenofóbico.;1;0;0;0;0;0;0;0;0;0;1;0
3130;@Estadao certíssimo! ninguém quer pseudoterrorista no seu país, inclusive sou contra esses refugiados. Não sei quem são! pode ter terrorista;1;0;0;0;0;0;0;0;0;0;1;0
3138;RT @teresa9teixeira: As últimas 30 fotos da minha galeria devem ser prints disto paras as #Fufas juro AHAHAH;1;0;0;0;0;1;0;0;0;0;0;0
3150;@ibrags isso é doideira. Os sírios-libaneses quando vieram pra cá não receberam 1% das benesses desses refugiados, mas agradeciam;1;0;0;0;0;0;0;0;0;0;1;0
3153;"""não sou vegetariano, sou VEGANO""
GRANDE BOSTA FIO, NÃO COME CARNE PRA MIM NEM GENTE É
#PAZ";1;0;0;0;0;0;0;0;0;1;0;0
3154;Es a favor da vinda dos refugiados? —_ Por um lado sim por outro não https://t.co/NkBUplCeDI;1;0;0;0;0;0;0;0;0;0;1;0
3157;Olha a explosãooo qdo a Portugal chegar o Islão https://t.co/nrVDE1TI8a;1;0;0;0;0;0;0;1;0;0;0;0
3158;@ibrags @navarro_spfc obviamente anti refugiados. Obviamente nao tenho como checar os fatos, mas de um google e ache uma fonte confiavel;1;0;0;0;0;0;0;0;0;0;1;0
3164;Espero que não seja o dia em que os 'refugiados' comecem também aqui sua sharia. https://t.co/UHswA3hGQN;1;0;0;0;0;0;0;0;0;0;1;0
3167;Então, o socialismo produz refugiados. O socialismo não falha. https://t.co/E7iM31S3CJ;1;0;0;0;0;0;0;0;0;0;1;0
3170;"""não sou ateu, sou AGNÓSTICO""
GRANDE MERDA FIO, NÃO ACREDITA EM JESUS DE NAZARÉ PRA MIM NEM GENTE É #PAZ";1;0;0;0;1;0;0;0;0;0;0;0
3174;RT @minahetero: #meuamigosecreto gosta de ver lésbicas se beijando mas se for gay aí é pecado deus não gosta;1;0;0;0;0;1;0;0;0;0;0;0
3175;"""Ritxar Bacete afirma que não há mudança porque os homens não estão interessados em igualdade"" https://t.co/Ot6O8rAJlx via @elpais_brasil";1;1;0;0;0;0;0;0;0;0;0;0
3179;abdnsndnns ela vai sair de burca pra não mostrar a cara, não quero ninguém encima dela https://t.co/dpXDrPu39E;1;1;0;0;0;0;0;0;0;0;0;0
3180;RT @Antonio902Car: Então vc acha que temos obrigação de receber refugiados do estado Islâmico né? Então depois não reclama! https://t.co/Dl _;1;0;0;0;0;0;0;0;0;0;1;0
3190;"Islão - 5 letras
Bomba - 5 letras
Coincidência??????";1;0;0;0;0;0;0;1;0;0;0;0
3193;RT @roxmo: #primeiroassedio Acho que eu tinha uns 10 anos. Uma empregada me deixou pegar nos peitos dela. Foi bom pra cacete.;1;1;0;0;0;0;0;0;0;0;0;0
3203;Menina se veste como menina. #NaoAIdeologiaDeGenero https://t.co/lrrht2dUq0;1;1;0;0;0;0;0;0;0;0;0;0
3222;"Isso é o que a França conseguiu sendo "" fraterna e solidária ""... Porque refugiados não vão para Arábia saudita.. I _ https://t.co/Jwm0qImicq";1;0;0;0;0;0;0;0;0;0;1;0
3223;RT @marisa_lobo: Menina se veste como menina. #NaoAIdeologiaDeGenero https://t.co/lrrht2dUq0;1;1;0;0;0;0;0;0;0;0;0;0
3225;RT @editorahumanas: Se eu tiver um filho gay, serei duplamente presente pra ele não precisar se expor pra chamar minha atenção;1;0;0;0;0;1;0;0;0;0;0;0
3226;"RT @editorahumanas: Seu pai não te trata mal por vc ser gay
Seu pai te trata mal pq vc tá desempregado com 30 anos dançando pop no quarto c _";1;0;0;0;0;1;0;0;0;0;0;0
3227;pensava q essa cena de n se sentirem minimamente atraídas por raparigas mas no entanto quererem entrar no mundo das fufas já n era moda;1;0;0;0;0;1;0;0;0;0;0;0
3230;@TonhoDrinks mas vai um questionamento, Tonho. Será que eles não iam se comportar igual os refugiados cubanos na Flórida?;1;0;0;0;0;0;0;0;0;0;1;0
3249;II RAPAZ, SAI FORA VOCÊ É HOMEM @gabrielpgd23;1;1;0;0;0;0;0;0;0;0;0;0
3257;@httppocrl @nevermindbfh vocês são fufas fofas EHHEHEHE;1;0;0;0;0;1;0;0;0;0;0;0
3261;"DEFENDENDO AS BRANCAS E LOURAS .
CONDENANDO O NEGRO. 
RACISMO, ATÉ QUANDO? https://t.co/qKdhMDYor0";1;0;0;1;0;0;0;0;0;0;0;0
3262;"RT @JOAQUINVOLTOU: DEFENDENDO AS BRANCAS E LOURAS .
CONDENANDO O NEGRO. 
RACISMO, ATÉ QUANDO? https://t.co/qKdhMDYor0";1;0;0;1;0;0;0;0;0;0;0;0
3281;"ALÔ FEMINISTAS
ATÉ #JesusEstáVoltando
E O SEU PAI NÃO";1;1;0;0;1;0;0;0;0;0;0;0
3282;"HOMEM FEMINISTO:
NÃO DEFENDE A ESPOSA
CHEIO DE TATUAGI
MOVIDO A MACONHA E PÓ
DIVIDE A MULHER COM OS PARCERO
DEPRESSIVO
O LEGÍTIMO CORNÃO";1;1;0;0;1;0;0;0;0;0;0;0
3293;"UMA GERAÇÃO DE JOVENS QUE AO INVÉS DE ESTAR BEBENDO, BRIGANDO, JOGANDO BOLA E VENDO MULHER PELADA...
PASSA O SÁBADO NO CBLOL
7X1 FOI POUCO";1;1;0;0;0;0;0;0;0;0;0;0
3306;"E depois reclamam da ""solidão da mulher negra"", sendo chata assim quero ver quem que namora esse traste https://t.co/dYZMUifyvL";1;1;0;1;0;0;0;0;0;0;0;0
3308;"RT @guilhermeribe73: Islão - 5 letras
Bomba - 5 letras
Coincidência??????";1;0;0;0;0;0;0;1;0;0;0;0
3319;Essas fufas não me ligam nenhuma mas depois  quando estão mal com as namoradas já querem marcar um date porque têm saudades lol;1;0;0;0;0;1;0;0;0;0;0;0
3321;@guiwde @JosyTelles_REAL Acolher refugiados loirinhos não tá na moda, não dá ibope pra ninguém. Mas se forem LGBT...;1;0;0;0;0;0;0;0;0;0;1;0
3327;RT @ptsilva_vix: @BlogDoPim @VEJA parabéns pelo artigo. Temos q ficar de olho aberto com esses esquerdopatas.;1;0;0;0;1;0;0;0;0;0;0;0
3334;RT @profsandrag1: A PL 2516/15 propõe imigração em massa de refugiados islâmicos para o Brasil. NÃO QUEREMOS A SHARIA NO BRASIL @MichelTeme _;1;0;0;0;0;0;0;0;0;0;1;0
3336;fala da tua squad —_ um bando de fufas muito queridas <333 https://t.co/rA9YQ35HtJ;1;0;0;0;0;1;0;0;0;0;0;0
3337;Glórias a Deus, fora abortistas... https://t.co/cshaYITInZ;1;1;0;0;0;0;0;0;0;0;0;0
3338;RT @quencassandra: fala da tua squad —_ um bando de fufas muito queridas <333 https://t.co/rA9YQ35HtJ;1;0;0;0;0;1;0;0;0;0;0;0
3340;E os países acolhendo refugiados. Tem que gastar dinheiro ajudando essa gente lá no seu país. Infelizmente essa gen _ https://t.co/C8jiZEEIfV;1;0;0;0;0;0;0;0;0;0;1;0
3341;RT @New_Delia: E os países acolhendo refugiados. Tem que gastar dinheiro ajudando essa gente lá no seu país. Infelizmente essa gente não dá _;1;0;0;0;0;0;0;0;0;0;1;0
3343;Isso aqui a @SpOAB não vê. Mas piadinhas que o @editorahumanas faz de gorda feminista eles se preocupam... https://t.co/sAqVlHh3fo;1;1;1;0;1;0;0;0;0;0;0;0
3352;A mina não aguenta pronunciar o alfabeto inteiro sem respirar e quer pregar q gordofobia mata... https://t.co/rB4L9BZJn1;1;1;1;0;0;0;0;0;0;0;0;0
3353;"Esquerdopatas e blackblocs atacaram os manifestantes pró-Trump.
A merda da esquerda é igual em todo lugar. Só muda _ https://t.co/e4olZ6eZzs";1;0;0;0;1;0;0;0;0;0;0;0
3378;RT @IndeliCath: #meuamigosecreto  diz que eu sou legal mas pediu pra ficar comigo e eu disse não,agora ele diz q eu sou vagabunda;1;1;0;0;0;0;0;0;0;0;0;0
3380;"Juande volta para a tua terra!
Boloni volta para a tua terra!
Taison deixa-te estar na Ucrania!
Investidores venham para o norte!";1;0;0;0;0;0;0;0;0;0;1;0
3382;RT @srdeabo: Chegamos ao ponto de ter o pai que não aceita o filho hetero. https://t.co/Uh4kBEljgq;1;0;0;0;0;1;0;0;0;0;0;0
3390;@euluana66 pois é! tem homem que acha que orgasmo feminino não existe (risos e pesames pelas mulheres que transaram com esses);1;1;0;0;0;0;0;0;0;0;0;0
3399;RT @GABRIELPlNHEIRO: Nem todo trans é estuprador mas existem, sim Não vamos deixar as meninas com homens no banheiras sozinhas https://t.co _;1;1;0;0;0;0;0;0;0;0;0;0
3400;"@josybreda 
Como ""mãe médica sexóloga"" você devia entender o nó que uma criatura trans-bizarra dessa faz na cabeça de uma criança.";1;1;0;0;0;0;0;0;0;0;0;0
3402;"@josybreda 
Ideologia de gênero não forma mem informa.
Ideologia de gênero DEFORMA mentes infantis.";1;1;0;0;0;0;0;0;0;0;0;0
3409;Os muçulmanos não são bem-vindos ! https://t.co/8RUKACkCQ3;1;0;0;0;0;0;0;1;0;0;0;0
3416;"RT @solwdive: usa termos como ""mariquice"" e relacionar isso com o ""Islão invasor"" e ainda se pergunta porque não dão tempo de antena ao seu _";1;0;0;0;0;1;0;1;0;0;0;0
3417;"RT @editorahumanas: Antigamente tinha várias gostosas no carnaval
Agora parece encontro de sobreviventes de Chernobyl";1;1;0;0;0;0;0;0;0;0;0;0
3426;"Apresento-vos o meu missil, AEN17.
Totalmente dirigida para Angola sem dó e piedade! Se Angola não é nossa, mais va _ https://t.co/1eA3Rzkjej";1;0;0;0;0;0;1;0;0;0;0;0
3430;... Agora refugiados com uma ideologia e Cultura completamente INCOMPATÍVEIS com as nossas, aí não tem como mesmo!;1;0;0;0;0;0;0;0;0;0;1;0
3431;RT @FilhaDeEva_: ... Agora refugiados com uma ideologia e Cultura completamente INCOMPATÍVEIS com as nossas, aí não tem como mesmo!;1;0;0;0;0;0;0;0;0;0;1;0
3438;@Sidneycarv @Pontifex_pt Mulçumanos matam cristãos e ele não fala nada. Defende a ida de refugiados mulçumanos para a Europa.;1;0;0;0;0;0;0;0;0;0;1;0
3466;"A SorosMídia tenta de todas as maneiras fazer o ocidente ""engolir"" os refugiados.
Aqui não neném..... https://t.co/RrgarkZU6S";1;0;0;0;0;0;0;0;0;0;1;0
3470;"Diferença entre ""manifestante"" e ""terrorista"".
Esquerdista = vagabundo baderneiro.
Conservador = patriota, gente do _ https://t.co/XvQzqwFtHs";1;0;0;0;1;0;0;0;0;0;0;0
3471;@bento__9 @aloaloads isso e racismo pos anoes pretos fufas gays e shemales simao;1;1;0;1;0;1;0;0;0;0;0;0
3472;RT @barata2001: @bento__9 @aloaloads isso e racismo pos anoes pretos fufas gays e shemales simao;1;0;0;0;0;1;0;0;0;0;0;0
3489;RT @arabiangirlxx: Tipo a doença mais comum em Angola é catinga . Os pacientes entram 'Médico , tenho catinga o que faço?' Nada filho,não t _;1;0;0;1;0;0;1;0;0;0;0;0
3496;isto realmente eh uma grande rede de fufas;1;0;0;0;0;1;0;0;0;0;0;0
3497;"Foda-se
Esqueci-me que todas as feministas são fufas https://t.co/SLGGngREku";1;0;0;0;0;1;0;0;0;0;0;0
3498;Saudades exército de fufas revoltadas com esta sociedade machista e CIS a atacarem as pessoas;1;0;0;0;0;1;0;0;0;0;0;0
3499;"as fufas usam sempre o msm argumento
""como mais cona que tu""";1;0;0;0;0;1;0;0;0;0;0;0
3500;"RT @imjustkiff: as fufas usam sempre o msm argumento
""como mais cona que tu""";1;0;0;0;0;1;0;0;0;0;0;0
3501;2 FUFAS CONTRA UM PRETO TODO BACA;1;0;0;1;0;1;0;0;0;0;0;0
3502;A travesti Dandara, de 42 anos, foi espancada, torturada e morta por cinco homens em 15 de fevereiro, no bairro... https://t.co/ngogXbtumi;1;1;0;0;0;0;0;0;0;0;0;0
3516;"RT @jpintocoelho60: Duas evidências! Consequência: volta para tua casa, faz boa viagem!
#ImigraçãoInvasora #Islão
@realDonaldTrump https:// _";1;0;0;0;0;0;0;1;0;0;1;0
3535;@ruben5018 @grilo_18 @francisco9dinis @EduAntonio18 os refugiados não têm fifa !! Nem aulas até às 17 e 30;1;0;0;0;0;0;0;0;0;0;1;0
3544;"""where are you from"" 
""Angola""
""olá, não sabia que eras português"" https://t.co/rbeCS5Xorl";1;0;0;0;0;0;1;0;0;0;0;0
3545;@carol_moura13 @RitaBranco02 opa, que fufas tratem se;1;0;0;0;0;1;0;0;0;0;0;0
3546;RT @vascof87: @carol_moura13 @RitaBranco02 opa, que fufas tratem se;1;0;0;0;0;1;0;0;0;0;0;0
3547;@luana_filipaa acho  melhor q ele use so  mao pq realmente este mundo anda todo assim só fufas para um lado gays para otr ih nada contra ahn;1;0;0;0;0;1;0;0;0;0;0;0
3561;@joanaccbarbosa @t4keshy sim mas n gosto de fufas.;1;0;0;0;0;1;0;0;0;0;0;0
3564;RT @GABRIELPlNHEIRO: Muçulmanos vandalizam lápides de judeus e cristãos https://t.co/34oF7ej9Pr;1;0;0;0;0;0;0;1;0;0;0;0
3565;@HAndreSilva @t4keshy Não há cá fufas.;1;0;0;0;0;1;0;0;0;0;0;0
3575;@tavasconcellos no Brasil tem candidato que diz em nome de Deus, e contra refugiados. Não ah nada mais contraditório;1;0;0;0;0;0;0;0;0;0;1;0
3588;"Eu no 6° ano sentia-me rebelde porque chamava às minhas amigas ""fufinha"" e elas ficavam felizes qd na vdd insinuava q eram fufas";1;0;0;0;0;1;0;0;0;0;0;0
3598;90% dos pais não sabem que suas crianças e adolescentes assistem youtuber gay teen doutrinando os filhos (Luba, etc _ https://t.co/0TLTgw71Sy;1;0;0;0;0;1;0;0;0;0;0;0
3602;@KetsiaSousa meus filhos vão aprender sobre a bela e o monstro não sobre o belo e o monstro enquanto crianças quando for altura aprendem...;1;0;0;0;0;1;0;0;0;0;0;0
3605;@Curate_Angola não sei, nunca vi o desenho em questão, porém se é para idades que não podem ver beijo gay também nã _ https://t.co/dnOVsMiBa5;1;0;0;0;0;1;0;0;0;0;0;0
3606;RT @EricksonEriie: @Curate_Angola não sei, nunca vi o desenho em questão, porém se é para idades que não podem ver beijo gay também não pod _;1;0;0;0;0;1;0;0;0;0;0;0
3640;"RT @ArinildoGarcya: Como eu sou contra a homossexualidade, penso que isso não é normal apesar d'haverem crianças criadas por ""gays"" não é u _";1;0;0;0;0;1;0;0;0;0;0;0
3661;Quem ainda não conhece Paris é melhor ir logo, antes que o refugiados destruam tudo.;1;0;0;0;0;0;0;0;0;0;1;0
3664;"BRANCO RICO COM PROBLEMA NA JUSTIÇA: 
PODE TIRAR PHOTO SIM
NEGRO COM PROBLEMA NA JUSTIÇA: 
VERGONHA TIRAR SELF COM _ https://t.co/RmvX3uI6zi";1;0;0;1;0;0;0;0;0;0;0;0
3674;#NaoAceitamosRefugiados A Imprensa preocupa-se tanto com refugiados mas nao lembra os cristaos perseguidos e mortos no Oriente Medio;1;0;0;0;0;0;0;0;0;0;1;0
3676;RT @Joao_Marcos865: #NaoAceitamosRefugiados A Imprensa preocupa-se tanto com refugiados mas nao lembra os cristaos perseguidos e mortos no _;1;0;0;0;0;0;0;0;0;0;1;0
3686;esse filha da puta do donald trump diminui a quantidade de refugiados que podem entrar no país, pq nao e a familia dele que ta sofrendo la;1;0;0;0;0;0;0;0;0;0;1;0
3706;@taiornn @JOAQUINVOLTOU ESSA MERRDA DE POLITICAMENTE CORRETO TA FAZENDO EUROPEU APANHAR NA CARA DE REFUGIADOS E NAO SABE NEM SE DEFENDER! ;1;0;0;0;0;0;0;0;0;0;1;0
3707;@santosluccc você não conhece os refugiados, não sabe a índole de cada um deles, não sabe nem se quer se há um terrorista lá;1;0;0;0;0;0;0;0;0;0;1;0
3709;RT @RealOzziePena: @taiornn @JOAQUINVOLTOU ESSA MERRDA DE POLITICAMENTE CORRETO TA FAZENDO EUROPEU APANHAR NA CARA DE REFUGIADOS E NAO SABE _;1;0;0;0;0;0;0;0;0;0;1;0
3714;RT @DilanRules: só não percebo o orgulho destas fufas https://t.co/PQbszZq7iG;1;0;0;0;0;1;0;0;0;0;0;0
3716;FONGAS, FUFAS, SAPATONAS, LÉSBICAS – Capazes https://t.co/VRksVR4JsT;1;0;0;0;0;1;0;0;0;0;0;0
3720;"as pessoas não entendem que no meio dos ""refugiados"" tem inúmeros terroristas, é uma coisa tão óbvia";1;0;0;0;0;0;0;0;0;0;1;0
3722;"Caindo na Real: Feminista ""descobrindo"" o  feminismo
Confuso, não Emma? 
Feminazi tá cagando pra liberdade, querem _ https://t.co/PYPG25jlEb";1;1;0;0;1;0;0;0;0;0;0;0
3724;"com que os ""refugiados"" entrassem, automaticamente ele já não estaria cumprindo o seu maior dever que é proteger o país";1;0;0;0;0;0;0;0;0;0;1;0
3747;as fufas são malucas;1;0;0;0;0;1;0;0;0;0;0;0
3749;RT @FifaOverHoes: Mostrar relacionamento gay não tem problema. Basta não ser homossexual. https://t.co/Trx6lPIVI4;1;0;0;0;0;1;0;0;0;0;0;0
3752;RT @CarladaGloria: Normal, pq escondendo para as crianças q a homosexualidade existe, só irás estar a ensinar a tua criança a não respeitar _;1;0;0;0;0;1;0;0;0;0;0;0
3753;"Os pretos são criminosos
As gajas com decote são sluts
Os bissexuais são indecisos
Os refugiados não merecem uma oportunidade de vida";1;1;0;1;0;1;0;0;0;0;1;0
3764;as fufas d lx são tão falsas q dói kkk;1;0;0;0;0;1;0;0;0;0;0;0
3772;Ouvi, numa rede de tv, que a Hungria, está fazendo uma cerca eletrica, para evitar invasoes de refugiados. Mas nao deu Ibope...Pesquisem sob;1;0;0;0;0;0;0;0;0;0;1;0
3773;Cristãos maltratam gays e mimimi @PastorMalafaia @felipeneto @Estadao @otmar03 @InesBolsonaro @misscaviar _ https://t.co/OmRQhp8bI8;1;0;0;0;0;1;0;0;0;0;0;0
3778;@CAIO_BLIND rezando eles são lindos..o problema é quando tão explodindo torres, boates e embaixadas;1;0;0;0;0;0;0;1;0;0;0;0
3780;@Estadao @Emais_Estadao Mais um mimimi dos feministos https://t.co/t9LOPMbtMb;1;1;0;0;1;0;0;0;0;0;0;0
3781;RT @wtvcenas: as fufas d lx são tão falsas q dói kkk;1;0;0;0;0;1;0;0;0;0;0;0
3789;Rindo até 2020. Foram reclamar do banimento do Trump de alguns países, ele foi lá e baniu todos os refugiados. Como não amar?! ;1;0;0;0;0;0;0;0;0;0;1;0
3813;Já imaginaram como seria se o Aécio tivesse vencido a jumenta em 2014?;1;1;0;0;0;0;0;0;0;0;0;0
3837;"RT @maathbz: Feministas:
Criticam decote da feminista
Ema Watson pq a desvaloriza
Acham que Ema Watson tem q se dar respeito
feministas _";1;1;0;0;0;0;0;0;0;0;0;0
3838;"@edmilsonpapo10 @elpais_brasil 
Segundo os esquerdopatas, vender o país pra China não tem problema. 
Mas se os EUA comprar é imperialismo.";1;0;0;0;1;0;0;0;0;0;0;0
3844;Meninos tem pênis,meninas tem vagina. Fim... https://t.co/7eGkBhTjcQ;1;1;0;0;0;0;0;0;0;0;0;0
3845;"Destruição na Suécia. 
Manda mais muçulmano pra lá.
Quando a coisa fugir do controle os suecos paumolengas vão reag _ https://t.co/Cg89atylBx";1;0;0;0;0;0;0;1;0;0;0;0
3861;Alguem coloca uma FACA DE UM MUÇULMANO NO PEITO DA MERKEL...PQ É ISSO QUE ACONTECE PELA ALEMANHA https://t.co/sj22qkMA3N;1;0;0;0;0;0;0;1;0;0;0;0
3869;@thiviecos @PastorMalafaia Voce ta lendo muito catraca livre amigo. Não vi Cristo dizendo que as crianças de 6 anos pode mudar de sexo nao;1;1;0;0;0;0;0;0;0;0;0;0
3882;@MateusPapini @AlexiaTonetti frescura no cu dessas nega do mov. negro;1;1;0;1;0;0;0;0;0;0;0;0
3889;@editorahumanas quem é essa doida aí? uma feminista?;1;1;0;0;1;0;0;0;0;0;0;0
3890;"RT @JOAQUINVOLTOU: BRANCO RICO COM PROBLEMA NA JUSTIÇA: 
PODE TIRAR PHOTO SIM
NEGRO COM PROBLEMA NA JUSTIÇA: 
VERGONHA TIRAR SELF COM ELE _";1;0;0;1;0;0;0;0;0;0;0;0
3895;@RedeGlobo só reparei nas tetona da Ana Paula mesmo, a merda que vcs escrevem eu ja nem me surpreendo mais;1;1;0;0;0;0;0;0;0;0;0;0
3902;"Governo esquerdista de merda o Povo Brasileiro não foi consultado e não aceita a vinda de refugiados terroristas.
https://t.co/JtFod8MSjL";1;0;0;0;0;0;0;0;0;0;1;0
3903;Deviam deixar os falsos refugiados se lascarem.  Trump tem razão em não querer refugiados nos EUA. Canadá vai se fe _ https://t.co/vdhv1TOyk8;1;0;0;0;0;0;0;0;0;0;1;0
3907;"Mulher sofre na balada?
Se uma gorda feia quiser pegar o cara, ou ele pega e fica c/ fama de barangueiro ou não pega e fica c/ fama de viado";1;1;1;0;0;0;0;0;0;0;0;0
3914;@RachelSherazade ele só vai preso se ele fizer uma piada com gorda...;1;1;1;0;0;0;0;0;0;0;0;0
3930;RT @Filipe_3000: Não sou contra relacionamentos homossexuais mas isso é negativo. https://t.co/1AZyTAQOzt;1;0;0;0;0;1;0;0;0;0;0;0
3958;Quando expor sua ex no Facebook não é suficiente... https://t.co/jSgiHNjhxW;1;1;0;0;0;0;0;0;0;0;0;0
3959;"RT @Elizaqueta1: Se as crianças gays que que assistem casais heteros a se beijar não ficam ""direitos"",como è q supostamente vai acontecer o _";1;0;0;0;0;1;0;0;0;0;0;0
3962;Compre americano e contrate americano são os princípios básicos do meu governo, que é: EMPREGOS, EMPREGOS, EMPREGOS _ https://t.co/Q8UqHmcrIz;1;0;0;0;0;0;0;0;0;0;1;0
